Cara Pengadaan,Jenis Pengadaan,Kode RUP,Metode Pengadaan,Nama Instansi,Nama Paket,Nama Satuan Kerja,Produk Dalam Negeri,Sumber Dana,Tahun Anggaran,Total Nilai (Rp)
Penyedia,Barang,64144800,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Makan Rapat Biasa JAWA BARAT Pelaksanaan Pemutakhiran Data dan Neraca Sumber Panas Bumi,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Ya,APBN,2026,1889000
Penyedia,Jasa Lainnya,66536996,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Paket Fullboard Meeting Bandung Es. III,DIREKTORAT JENDERAL MINYAK DAN GAS BUMI,Ya,APBN,2026,65390000
Penyedia,Jasa Lainnya,66355055,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Ekspose Media,SEKRETARIAT JENDERAL KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Ya,APBN,2026,4074125000
Penyedia,Barang,66095383,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Monitor PC,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,70000000
Penyedia,Barang,66356545,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,SEKRETARIAT JENDERAL KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Ya,APBN,2026,252000
Penyedia,Barang,65594065,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,BALAI PENDIDIKAN DAN PELATIHAN TAMBANG BAWAH TANAH DI SAWAH LUNTO,Ya,APBN,2026,82000
Penyedia,Jasa Lainnya,63621643,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi Layanan Perbendaharaan dan Peningkatan Capaian Nilai Indikator Kinerja Pelaksanaan Anggaran,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,5000000
Penyedia,Jasa Konsultansi,66494974,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Melaksanakan Pengelolaan Barang Milik Negara PEP Bandung,POLITEKNIK ENERGI DAN PERTAMBANGAN BANDUNG,Ya,APBN,2026,21600000
Penyedia,Barang,63598148,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan Koordinasi dan Pelaksanaan Sistem Manajemen Energi,DIREKTORAT JENDERAL KETENAGALISTRIKAN,Ya,APBN,2026,620000
Penyedia,Barang,63661757,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Design Concept,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,5500000
Penyedia,Jasa Lainnya,63627118,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Pemeliharaan Gedung Bertingkat (Bangunan Gedung Kantor Permanen),PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Ya,APBN,2026,622710000
Penyedia,Jasa Konsultansi,61994395,Seleksi,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Jasa Konsultansi Manajemen Proyek Pembangunan Kapal Geomarin V,BALAI BESAR SURVEI DAN PEMETAAN GEOLOGI KELAUTAN,Ya,APBN,2026,3000000000
Penyedia,Jasa Lainnya,63616946,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Sewa Kendaraan Roda Empat Sumatera Selatan,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,1507000
Penyedia,Barang,64515186,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,827000
Penyedia,Barang,65594087,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,BALAI PENDIDIKAN DAN PELATIHAN TAMBANG BAWAH TANAH DI SAWAH LUNTO,Ya,APBN,2026,82000
Penyedia,Barang,63661696,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Snack Rapat Biasa D.K.I.  JAKARTA,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,6600000
Penyedia,Jasa Lainnya,65187973,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon III ke bawah (Sulawesi  Selatan) Bimbingan Teknis Aspek Teknis dan Lingkungan Pertambangan Mineral dan Batubara,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,392100000
Penyedia,Barang,66475630,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,DIREKTORAT JENDERAL MINYAK DAN GAS BUMI,Ya,APBN,2026,25000000
Penyedia,Barang,64135760,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,MasterPrep Alumina  Suspension 0.05um,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Tidak,APBN,2026,3990000
Penyedia,Barang,65586332,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,BALAI PENDIDIKAN DAN PELATIHAN TAMBANG BAWAH TANAH DI SAWAH LUNTO,Ya,APBN,2026,32550000
Swakelola,-,42036065,-,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Cetak dan Jilid Laporan Penyelidikan Gempa Bumi dan Gerakan Tanah,BALAI PENYELIDIKAN DAN PENGEMBANGAN TEKNOLOGI KEBENCANAAN GEOLOGI,Tidak,APBN,2026,100000
Penyedia,Jasa Lainnya,63604441,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon I  II (Jawa  Barat) subkoordinator Pengaturan Pendistribusian BBM,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,23980000
Penyedia,Jasa Lainnya,63735336,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon I  II (Papua Barat Daya) Sosialisasi BBM,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,11250000
Penyedia,Jasa Lainnya,66495425,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Langganan Daya dan Jasa ,POLITEKNIK ENERGI DAN PERTAMBANGAN BANDUNG,Ya,APBN,2026,22800000
Penyedia,Barang,63766337,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan (Konsumsi Rapat) PCPI,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,12250000
Penyedia,Barang,65399405,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,864000
Penyedia,Barang,62388154,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Barang Cetakan,DIREKTORAT JENDERAL PENEGAKAN HUKUM ENERGI DAN SUMBER DAYA MINERAL,Ya,APBN,2026,75371000
Penyedia,Barang,66002435,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan - Penyusunan Laporan Keuangan Tingkat Eselon I,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,35420000
Penyedia,Barang,64262736,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Alat Tulis Kantor,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,1388000
Penyedia,Barang,63839121,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA ENERGI DAN SUMBER DAYA MINRAL,Ya,APBN,2026,8866000
Penyedia,Barang,66261795,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Monitor PC,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,2600000
Penyedia,Barang,66458798,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,"Studi Mineralisasi dan Alterasi, Jawa Barat",POLITEKNIK ENERGI DAN PERTAMBANGAN BANDUNG,Ya,APBN,2026,7280000
Penyedia,Jasa Lainnya,66356664,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Pelaksanaan Seminar Umum Kebijakan Sektor ESDM,SEKRETARIAT JENDERAL KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Ya,APBN,2026,25000000
Penyedia,Jasa Lainnya,64980045,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,569799000
Penyedia,Jasa Konsultansi,64379952,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Day di Luar Kantor - Pejabat Eselon I  II (Jawa  Barat) Pengawasan dan Evaluasi Tingkat Komponen Dalam Negeri (TKDN) Subsektor Ketenagalistrikan,DIREKTORAT JENDERAL KETENAGALISTRIKAN,Ya,APBN,2026,8996000
Penyedia,Jasa Lainnya,64458311,Penunjukan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Sewa Kantor Inspektur Tambang Provinsi Nusa Tenggara Barat,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,186000000
Penyedia,Barang,66707731,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi ATK dan Penunjang Operasional Komputer Perencanaan dan Penganggaran Satker tekMIRA [Secara Bertahap] 1906.EBD.952.301.A.521111,BALAI BESAR PENGUJIAN MINERAL DAN BATUBARA TEKMIRA,Ya,APBN,2026,813000
Penyedia,Barang,63661763,Penunjukan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,"Sofa, Meja",DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,10000000
Swakelola,-,42297839,-,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Penyertaan Sertifikasi Bidang Teknik Mesin Kilang,POLITEKNIK ENERGI DAN MINERAL AKAMIGAS,Tidak,APBN,2026,97500000
Penyedia,Jasa Lainnya,64167056,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Snack Rapat Biasa JAWA BARAT Persiapan Pemutakhiran Data dan Neraca Sumber Daya Batubara,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Ya,APBN,2026,990000
Penyedia,Jasa Lainnya,63616951,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Taksi Perjalanan Dinas DKI Jakarta,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,750000
Penyedia,Jasa Lainnya,63622437,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan Koordinasi dan Pengelolaan Data Informasi Iuran dengan Stakeholder,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,10376000
Penyedia,Jasa Lainnya,64178421,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Pemeliharaan Peralatan dan Mesin,DIREKTORAT JENDERAL MINYAK DAN GAS BUMI,Ya,APBN,2026,2304655000
Penyedia,Barang,64043099,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,1969000
Penyedia,Jasa Lainnya,63634249,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Non Operasional Lainnya Aktualisasi Dosen Tingkat Terapan,POLITEKNIK ENERGI DAN MINERAL AKAMIGAS,Ya,APBN,2026,42000000
Penyedia,Barang,63667568,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA ENERGI DAN SUMBER DAYA MINRAL,Ya,APBN,2026,6755000
Penyedia,Barang,66632584,Penunjukan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,1214395000
Penyedia,Barang,64168530,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,31450000
Penyedia,Barang,65683147,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA APARATUR,Ya,APBN,2026,750000
Penyedia,Barang,66304278,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,3577000
Penyedia,Jasa Lainnya,61691197,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Sewa Perangkat Computer Portabel,BADAN PENGELOLA MIGAS ACEH,Ya,APBN,2026,407181000
Penyedia,Barang,66341220,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA APARATUR,Ya,APBN,2026,16255000
Penyedia,Barang,65399474,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,861000
Penyedia,Barang,64638953,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan Pengelolaan Iuran PNBP BPH Migas,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,30808000
Penyedia,Barang,65586357,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,BALAI PENDIDIKAN DAN PELATIHAN TAMBANG BAWAH TANAH DI SAWAH LUNTO,Ya,APBN,2026,1436000
Penyedia,Barang,63602671,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Bahan Perlengkapan Komputer,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,3926000
Penyedia,Barang,65074649,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Pemeliharaan dan Operasional Kendaraan 1906.EBA.994.002.I.523121,BALAI BESAR PENGUJIAN MINERAL DAN BATUBARA TEKMIRA,Ya,APBN,2026,1007800000
Penyedia,Barang,66454570,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Energi Terbarukan Berbasis Material Maju serta Sistem Pintar dan Aplikasi Berkembang untuk solusi Masa Depan Berkelanjutan,POLITEKNIK ENERGI DAN PERTAMBANGAN BANDUNG,Ya,APBN,2026,1657000
Penyedia,Barang,64289613,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi Pengelolaan Layanan Kerumahtanggaan PSG,PUSAT SURVEY GEOLOGI,Ya,APBN,2026,147196000
Penyedia,Barang,63525694,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Pakaian Dinas Dokter (Jawa  Barat),BALAI BESAR SURVEI DAN PEMETAAN GEOLOGI KELAUTAN,Ya,APBN,2026,2901000
Penyedia,Barang,65219396,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan Perlengkapan DNTM,MUSEUM GEOLOGI,Ya,APBN,2026,188679000
Penyedia,Barang,63839371,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA ENERGI DAN SUMBER DAYA MINRAL,Ya,APBN,2026,3449000
Penyedia,Pekerjaan Konstruksi,66356847,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Pemeliharaan Gedung dan Bangunan [Secara Bertahap] 1906.EBA.994.002.M,BALAI BESAR PENGUJIAN MINERAL DAN BATUBARA TEKMIRA,Ya,APBN,2026,6374431506
Penyedia,Barang,65977426,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan - Monitoring Pelaksanaan Renja K/L Melalui Aplikasi E-Monev ,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,24300000
Penyedia,Barang,62294191,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi - BLU,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,357150000
Penyedia,Jasa Lainnya,63602573,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon I  II (Banten) Tim Evaluasi Pengaturan Akses Pada Ruas Transmisi dan/atau Wilayah Jaringan Distribusi Gas Bumi Milik Badan Usaha,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,28824000
Penyedia,Barang,64159234,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon I  II (Jawa  Barat),DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,10791000
Penyedia,Barang,64135768,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,ICP Multi Element standar solution IV,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Tidak,APBN,2026,4098000
Penyedia,Barang,64978936,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,4500000
Penyedia,Barang,64135844,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Sarung tangan latex tanpa powder,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Ya,APBN,2026,211000
Penyedia,Barang,62293383,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,5488000
Penyedia,Barang,64135791,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Botol kaca ukuan 100 mL,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Tidak,APBN,2026,430000
Penyedia,Barang,66464071,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Penerimaan dan Pelantikan,POLITEKNIK ENERGI DAN PERTAMBANGAN BANDUNG,Ya,APBN,2026,7000000
Penyedia,Barang,62294785,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,4030000
Penyedia,Jasa Lainnya,63735338,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon III ke bawah (Kalimantan  Timur) Sosialisasi BBM,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,21186000
Penyedia,Jasa Lainnya,63461067,Tender,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Pembangunan Sumur Pantau Air Tanah,BALAI KONSERVASI AIR TANAH,Ya,APBN,2026,1231895000
Penyedia,Jasa Lainnya,66019627,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,ATK - Inventarisasi dan Pengawasan Barang Milik Negara di Provinsi,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,32130000
Penyedia,Barang,66431771,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,DIREKTORAT JENDERAL MINYAK DAN GAS BUMI,Ya,APBN,2026,8362000
Penyedia,Barang,63671700,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Pengelolaan Kepegawaian dan Organisasi WI Instruktur  PPSDM Geominerba,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA GEOLOGI MINERAL DAN BATUBARA,Ya,APBN,2026,31643000
Penyedia,Barang,62295354,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGALISTRIKAN ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,5148000
Penyedia,Barang,63431352,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi Pelaksanaan Manajemen Talenta dan Pembinaan Jabatan Fungsional Inspektorat Jenderal KESDMM,INSPEKTORAT JENDERAL KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Ya,APBN,2026,1214000
Penyedia,Barang,65584198,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,BALAI PENDIDIKAN DAN PELATIHAN TAMBANG BAWAH TANAH DI SAWAH LUNTO,Ya,APBN,2026,25424000
Penyedia,Barang,66662757,Penunjukan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,DITJEN MINERAL DAN BATUBARA,Ya,APBN,2026,24300000
Swakelola,-,43176016,-,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Jasa Konsultan - Pelaksanaan Koordinasi dan Kerjasama Sub Sektor Mineral dan Batubara,DITJEN MINERAL DAN BATUBARA,Tidak,APBN,2026,900000000
Penyedia,Jasa Lainnya,64137069,Penunjukan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Iuran KAN dan Assesment/Surveilen,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Ya,APBN,2026,31000000
Penyedia,Barang,63667220,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,8800000
Penyedia,Jasa Lainnya,63619961,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board ,POLITEKNIK ENERGI DAN MINERAL AKAMIGAS,Ya,APBN,2026,27040000
Penyedia,Barang,63616960,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Bahan Perlengkapan Komputer,DIREKTORAT JENDERAL ENERGI BARU TERBARUKAN DAN KONSERVASI ENERGI,Ya,APBN,2026,4065000
Penyedia,Barang,65577698,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Bahan,SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA ENERGI DAN SUMBER DAYA MINRAL,Ya,APBN,2026,2835000
Penyedia,Barang,63797008,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,ATK,BALAI PENYELIDIKAN DAN PENGEMBANGAN TEKNOLOGI KEBENCANAAN GEOLOGI,Ya,APBN,2026,43150000
Penyedia,Jasa Lainnya,63627124,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Iuran Retribusi Damkar,PUSAT SUMBER DAYA MINERAL BATUBARA DAN PANAS BUMI,Ya,APBN,2026,3000000
Penyedia,Barang,64306148,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang,POLITEKNIK ENERGI DAN MINERAL AKAMIGAS,Ya,APBN,2026,13240000
Swakelola,-,42106973,-,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Sewa Kendaraan Roda 4 Optimalisasi Peralatan Monitoring Gunungapi dan Gerakan Tanah ,BALAI PENYELIDIKAN DAN PENGEMBANGAN TEKNOLOGI KEBENCANAAN GEOLOGI,Tidak,APBN,2026,34020000
Penyedia,Barang,63839124,Pengadaan Langsung,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Barang Persediaan Barang Konsumsi,SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA ENERGI DAN SUMBER DAYA MINRAL,Ya,APBN,2026,6082000
Penyedia,Jasa Lainnya,66749547,E-Purchasing,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Belanja Jasa Lainnya  pada Inspektorat Jenderal KESDM,INSPEKTORAT JENDERAL KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Tidak,APBN,2026,103107000
Penyedia,Jasa Lainnya,63601216,Dikecualikan,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon III ke bawah (Jawa  Barat) Sub Koordinator Pengaturan Pendistribusian BBM ,BADAN PENGATUR HILIR MINYAK DAN GAS BUMI BPH MIGAS,Ya,APBN,2026,50300000
