Cara Pengadaan,Jenis Pengadaan,Kode RUP,Metode Pengadaan,Nama Instansi,Nama Paket,Nama Satuan Kerja,Produk Dalam Negeri,Sumber Dana,Tahun Anggaran,Total Nilai (Rp)
Swakelola,-,41625914,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Layanan Dukungan Teknis UPT,LOKA MONITOR SPEKTRUM FREKUENSI RADIO TANJUNG SELOR,Tidak,APBN,2026,5000000
Penyedia,Jasa Lainnya,66610657,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001704 - Belanja Jasa Lainnya - Publikasi Media Online Nasional - Diseminasi Informasi melalui Media Online dan Sosial,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,2975000000
Swakelola,-,41644057,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Operasional Perkantoran dan Pimpinan Balai Monitor SFR Kelas II Bengkulu,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BENGKULU,Tidak,APBN,2026,1124118000
Penyedia,Jasa Konsultansi,66183885,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penysusan Roadmap Knowledge Management,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,100000000
Swakelola,-,43042994,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,210500000
Penyedia,Jasa Lainnya,64046550,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Management Building Service Gedung BBPPT Tapos,BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Ya,APBN,2026,5454274000
Swakelola,-,41463859,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Honorarium Optimalisasi PNBP Bidang  Telekomunikasi Dan Penyiaran DITJEN SDPPI Balmon Palu,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II PALU,Tidak,APBN,2026,1146000000
Penyedia,Jasa Lainnya,62659145,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Kendaraan Bermotor Roda 4/6 Balmon SFR Kelas I Palembang,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PALEMBANG,Ya,APBN,2026,311560000
Penyedia,Barang,66399071,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan Persiapan dan Evaluasi Pelatihan Kedas,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,10358000
Penyedia,Jasa Lainnya,63299259,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya paket meeting dalam kota - Pengelolaan Publikasi dan Media Itjen,INSPEKTORAT JENDERAL,Ya,APBN,2026,3591000
Penyedia,Jasa Lainnya,65371038,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000410 - Belanja Bahan - Makan - Layanan Manajemen Aset dan Aksesibilitas Konten Informasi Publik,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,4566000
Swakelola,-,41960811,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Penambah Daya Tahan Tubuh ( Pengadaan Makanan/Minuman Penambah Daya Tahan Tubuh Pegawai ),BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Tidak,APBN,2026,136800000
Penyedia,Barang,63753802,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Pengadaan Perangkat Monitoring, Balmon Makassar",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I MAKASSAR,Tidak,APBN,2026,123000000
Swakelola,-,43043040,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,23706000
Swakelola,-,43008810,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Layanan Operasional Kantor,INSPEKTORAT JENDERAL,Tidak,APBN,2026,2729707000
Swakelola,-,42054372,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penertiban Frekuensi Radio dan Standar Perangkat Pos dan Informatika Luar Kota Transportasi Laut/Sungai Wilayah Kepulauan,LOKA MONITOR SPEKTRUM FREKUENSI RADIO TERNATE,Tidak,APBN,2026,71858000
Swakelola,-,43042669,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,576750000
Penyedia,Barang,66881853,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,SSD Eksternal Dit. Prestasi,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,42500000
Swakelola,-,42682562,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001309 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian - Dukungan Pengelolaan Akun Media Sosial LiDI,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,18000000
Penyedia,Jasa Lainnya,62307553,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan CCTV,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I TANGERANG,Ya,APBN,2026,30000000
Penyedia,Barang,66869981,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Tableu Subscription License,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,70785000
Penyedia,Jasa Lainnya,62295768,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Jasa lainnya Managed Service dan Sewa Server Aplikasi Pemantauan Layanan Akses Internet Fixed Broadband (DITAKSEL),DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,178800000
Swakelola,-,41539999,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,LANGGANAN DAYA DAN JASA,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,204000000
Penyedia,Barang,66227151,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan motor operasional,LOKA MONITOR SPEKTRUM FREKUENSI RADIO GORONTALO,Ya,APBN,2026,82682000
Penyedia,Barang,65881673,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Non Operasional Lainnya Kegiatan Forum Dialog Publik terkait Penyiaran Digital,KOMISI PENYIARAN INDONESIA,Ya,APBN,2026,10650000
Swakelola,-,41532632,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Bimtek SRC/LRC Balai Monitor Spektrum Frekuensi Radio Kelas II Jayapura,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAYAPURA,Tidak,APBN,2026,43165000
Penyedia,Jasa Lainnya,63184157,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001059 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota - Paket Meeting - Evaluasi Alternatif Kebijakan,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,16675000
Penyedia,Barang,66304077,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Lisensi tl;dv Pro (annual license) Dit. Prestasi,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,10000000
Swakelola,-,43227683,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengukuran Kinerja Ditjen Infrastruktur Digital,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,999300000
Penyedia,Jasa Lainnya,66465876,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pekerjaan Waterproofing Gedung A B,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,184582000
Swakelola,-,41886748,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000908 - Belanja Jasa Profesi - Honor Narasumber - Rapat Penyusunan Kajian Standar Kompetensi JF Bidang Siaran,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,1966000
Swakelola,-,43166581,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Layanan Advokasi Hukum Bidang Infrastruktur Digital,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,1428559000
Penyedia,Jasa Lainnya,65966597,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002403 - Belanja Perjalanan Dinas Biasa - Transport dari/ke Bandara - pp - Evaluasi Capaian Kegiatan,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,15480000
Swakelola,-,43294321,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,[Ketdas Pelatihan] Belanja Honor Output Kegiatan,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MEDAN,Tidak,APBN,2026,1600000
Penyedia,Jasa Lainnya,62288289,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Bandwidth Primer PDSI Kemkomdigi TA 2026,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,678000000
Penyedia,Barang,62185459,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Rak Arsip,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BANJARMASIN,Ya,APBN,2026,26800000
Penyedia,Jasa Konsultansi,66873495,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Jasa Konsultansi Penyusunan Analisis Kelayakan Ekonomi dan Model Bisnis Penyelenggaraan Neutral Host, 5G, NTN, FWA, dan FMC, Ditstrike",DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,99900000
Penyedia,Barang,66086936,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Satuan Biaya Tiket Pesawat  Perjalanan Dinas Dalam Negeri (PP) Ekonomi JAKARTA  DENPASAR - Monitoring dan Evaluasi Organisasi,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,12500000
Swakelola,-,43030364,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya Koordinasi Penilaian Sertifikasi/Surveilance ISO 27701 (Sistem Manajemen Informasi Privasi),DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,88800000
Swakelola,-,43030439,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa Harmonisasi Kebijakan Dan Manajemen Layanan Ekosistem Digital,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,100000000
Swakelola,-,41528485,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Operasional Genset Kantor Balai Monitor Spektrum Frekuensi Radio Kelas II Jayapura,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAYAPURA,Tidak,APBN,2026,11200000
Swakelola,-,43227692,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengelolaan Pelaksanaan Anggaran,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,3818641000
Swakelola,-,42719598,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000107 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian Luar Kota - Penyusunan Rancangan Revisi UU KIP,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,54600000
Penyedia,Barang,63792701,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Paket Meeting dalam rangka mendukung Pengukuran Kinerja,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,108000000
Swakelola,-,43031488,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya Intensifikasi PNBP Izin Penyelenggaraan Pos,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,395500000
Penyedia,Jasa Lainnya,63184194,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001429 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Paket Meeting dan Penginapan - Rapat Agenda Setting Redaksi Nasional,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,50300000
Swakelola,-,42045540,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Profesi,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA JAKARTA,Tidak,APBN,2026,32000000
Penyedia,Jasa Lainnya,65936312,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,1 PJLP Pengelola Program dan Keuangan  Bulan Januari dan Februari 2026,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,14613904
Swakelola,-,43259706,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I PEKANBARU,Tidak,APBN,2026,50000000
Penyedia,Jasa Lainnya,66495666,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pembayaran Belanja Barang Pekerjaan Jasa Lainnya Identifikasi Penyempurnaan Tata  Kelola BMN ,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,199500000
Swakelola,-,41523327,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengelolaan Sistem  Akuntansi SAP Kantor Balai Monitor Spektrum Frekuensi Radio Kelas II Jayapura,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAYAPURA,Tidak,APBN,2026,750000
Penyedia,Jasa Lainnya,62600194,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Keamanan,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BATAM,Ya,APBN,2026,158568000
Swakelola,-,43047374,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Peningkatan Sarana Prasarana Pengawasan,LOKA MONITOR SPEKTRUM FREKUENSI RADIO TANJUNG SELOR,Tidak,APBN,2026,407427000
Penyedia,Jasa Lainnya,66464856,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Halaman Wisma Komdigi,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,6237000
Swakelola,-,41540033,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Jaringan Internet Transportable,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,6000000
Penyedia,Jasa Konsultansi,66113151,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengukuran Indeks Dampak Kebijakan di lingkungan Direktorat Jenderal Ekosistem Digital Regulasi/Kebijakan,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,97500000
Penyedia,Jasa Lainnya,62599842,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Lokasi Perangkat SMFR Site Tg. Uban,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BATAM,Ya,APBN,2026,51700000
Penyedia,Barang,66251372,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,12500000
Penyedia,Barang,65079510,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001641 - Belanja Bahan - Penggandaan Materi - Produksi Konten,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,603000
Penyedia,Jasa Lainnya,66180649,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,2341756000
Penyedia,Jasa Lainnya,65235764,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Operasional Monitoring Jaringan Infrastruktur,BADAN AKSESBILITAS TELEKOMUNIKASI DAN INFORMASI,Tidak,APBN,2026,98471487000
Penyedia,Barang,66251290,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,15000000
Penyedia,Jasa Lainnya,63185115,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001789 - Belanja Jasa Lainnya - Publikasi melalui Bilboard/Videotron - Diseminasi Melalui Media Luar Ruang,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,620000000
Swakelola,-,41681274,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa - Luar Negeri,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Tidak,APBN,2026,412353000
Penyedia,Barang,66737638,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Konsumsi Rapat (Makan dan Snack) - FGD,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,12960000
Swakelola,-,43192613,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengukuran Paparan Radiasi Medan Elektromagnetik (EMF),DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,260478000
Penyedia,Jasa Lainnya,65814408,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pembayaran Utilitas listrik PDN1,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,28836800000
Penyedia,Jasa Lainnya,62307348,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Lisensi Perangkat Lunak dan Akun Berlangganan,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I TANGERANG,Ya,APBN,2026,15000000
Swakelola,-,42815786,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengelolaan jabatan fungsional di lingkungan Ditjen Ekosisten Digital,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,934348000
Penyedia,Pekerjaan Konstruksi,62250035,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Gedung dan Halaman Stasiun Slave Rorotan Balmon Jakarta,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I JAKARTA,Ya,APBN,2026,14920000
Penyedia,Jasa Lainnya,62158066,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Menara,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Ya,APBN,2026,220000000
Penyedia,Jasa Konsultansi,66495499,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,JASA TENAGA AHLI WAKIL MENTERI,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,2880000000
Penyedia,Barang,65914256,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"002453 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Paket Meeting, Transport, Penginapan - Rekomendasi hasil survey Komunikasi Pembangunan dan Informasi Publik (KPIP)",DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,114367000
Penyedia,Barang,66127011,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,18318000
Penyedia,Jasa Lainnya,66723547,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya (GK.7451.RCL.051.A) ,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,160000000
Penyedia,Jasa Lainnya,65586646,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001381 - Belanja Jasa Lainnya - Jasa Penyelenggaraan Media Briefing - Media Briefing Redaktur Media Nasional,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,510000000
Penyedia,Barang,66087289,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan - Penyusunan Substansi Rancangan Peraturan,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,13594000
Penyedia,Jasa Lainnya,65374689,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000425 - Belanja Bahan - Konsumsi Rapat - Perencanaan Monitoring dan Analisis Isu Publik,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,6088000
Swakelola,-,43201856,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Supervisi Penyediaan Layanan Selular (DITAKSEL),DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,119415000
Swakelola,-,41947329,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Implementasi Strategi Branding dan Marketing dalam Rangka Optimalisasi Layanan BBPPT,BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Tidak,APBN,2026,46081000
Swakelola,-,43112945,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyelenggaraan dan Pembinaan Pengelolaan Kearsipan di lingkungan Kementerian,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,280900000
Penyedia,Jasa Lainnya,65586678,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001383 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Paket Meeting Fullboard dan Penginapan - Media Briefing Redaktur Media Nasional,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,87800000
Penyedia,Barang,64474526,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Peralatan dan Fasilitas Laboratorium,SEKOLAH TINGGI MULTI MEDIA MMTC YOGYAKARTA,Ya,APBN,2026,1000000
Penyedia,Jasa Lainnya,66717500,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelatihan SNI 8799,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,200000000
Penyedia,Barang,62679643,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Persediaan Barang Konsumsi,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,108000000
Penyedia,Jasa Lainnya,63807404,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Sewa Lahan di Batu layar, Lembar dan Pujut",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II MATARAM,Ya,APBN,2026,133200000
Penyedia,Jasa Lainnya,62182528,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Sewa Jaringan Internet Transportable Biak dan Nabire Balai Monitor Spektrum Frekuensi Radio Kelas II Jayapura,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAYAPURA,Ya,APBN,2026,57600000
Swakelola,-,43178518,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Dalam Kota,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MANADO,Tidak,APBN,2026,2500000
Penyedia,Barang,66087820,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya Paket Kegiatan Rapat Pertemuan Full Board di Luar Kantor  Pejabat Eselon III ke bawah (Jawa  Barat) - Monitoring dan Evaluasi RB dan Pelayanan Publik,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,4100000
Swakelola,-,42304204,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002.0A.000171-Belanja Jasa Lainnya-Honorarium Lembur PPNPN-Operasional dan Pemeliharaan Kantor,MONUMEN PERS NASIONAL SURAKARTA,Tidak,APBN,2026,14360000
Penyedia,Jasa Lainnya,66476563,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Rumah Dinas Eselon III,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II PONTIANAK,Ya,APBN,2026,62170000
Penyedia,Jasa Lainnya,66421399,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Outsourcing Tenaga Keamanan dan Cleaning Service Balmon Palu,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II PALU,Ya,APBN,2026,648000000
Swakelola,-,42016745,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Alat Pengujian,BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Tidak,APBN,2026,69749000
Penyedia,Barang,63184577,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001456 - Belanja Bahan - Pengadaan Konsumsi Rapat - Penyelenggaraan Forum Literasi/ Workshop Jurnalistik,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,30438000
Penyedia,Barang,66251293,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,151320000
Penyedia,Jasa Lainnya,63184886,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002394 - Belanja Perjalanan Dinas Biasa - Transport Lokal PP - Monitoring Pelaksanaan Diseminasi,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,18000000
Penyedia,Jasa Lainnya,62490434,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Petugas Kebersihan (Cleaning Service) di Lingkungan BPPTIK Tahun Anggaran 2026,BALAI PELATIHAN DAN PENGEMBANGAN TEKNOLOGI INFORMASI DAN KOMUNIKASI,Ya,APBN,2026,1985500000
Swakelola,-,41760713,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Profesi Kegiatan Monev Pelatihan/Sertifikasi,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MAKASSAR,Tidak,APBN,2026,360000
Swakelola,-,43031403,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengelolaan Penerimaan Negara Bukan Pajak (PNBP) Bidang Pos dan Penyiaran,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,3666000000
Penyedia,Jasa Lainnya,62827127,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Tenaga Pendukung IT 3,BALAI PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA BANDUNG,Ya,APBN,2026,27456000
